ra,ano_cohorte,fase,turma,nome,ano_nascimento,data_nasc,idade_referencia,genero,ano_ingresso,instituicao_ensino,escola,status_aluno,pedra_20,pedra_21,pedra_22,pedra_23,pedra_atual,inde_cohorte,inde_hist_22,inde_hist_23,inde_hist_24,cg,cf,ct,n_avaliacoes,iaa,ieg,ips,ida,ipv,ian,ipp,mat,por,ing,indicado,atingiu_pv,fase_ideal,defasagem,rec_psicologia,destaque_ieg,destaque_ida,destaque_ipv,previsao_defasagem,prob_defasagem,prob_defasagem_pct
RA-390,2022,2,I,Aluno-390,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.776,6.776,,,563.0,89.0,6.0,3.0,7.4,8.8,6.3,4.7,7.722,5.0,,4.0,5.3,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.8950751865031275,89.51
RA-391,2022,2,J,Aluno-391,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.117,7.117,,,451.0,69.0,3.0,3.0,10.0,8.1,7.5,5.1,8.056,5.0,,5.0,5.2,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.7388876140149805,73.89
RA-392,2022,2,J,Aluno-392,2008.0,,14.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.418,6.418,,,657.0,118.0,5.0,3.0,9.5,8.8,5.6,4.8,6.778,5.0,,3.7,5.8,,Não,Não,Fase 4 (9º ano),-2.0,Não indicado,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9534914290185693,95.35
RA-393,2022,2,J,Aluno-393,2006.0,,16.0,Feminino,2018.0,Escola Pública,,,Ágata,Quartzo,Quartzo,,Quartzo,5.518,5.518,,,790.0,148.0,7.0,3.0,10.0,5.4,5.0,4.6,6.778,2.5,,4.7,4.5,,Não,Não,Fase 6 (2º EM),-4.0,Não indicado,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9666744037847259,96.67
RA-394,2022,2,J,Aluno-394,2011.0,,11.0,Feminino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.897,7.897,,,171.0,26.0,1.0,3.0,9.5,8.6,7.5,5.9,8.444,10.0,,4.3,7.5,,Não,Sim,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.2578312268057655,25.78
RA-395,2022,2,J,Aluno-395,2011.0,,11.0,Feminino,2018.0,Escola Pública,,,Ametista,Topázio,Ametista,,Ametista,7.683,7.683,,,239.0,39.0,2.0,3.0,9.0,8.9,7.5,4.9,8.333,10.0,,4.2,5.7,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.21300533387322593,21.3
RA-396,2022,2,J,Aluno-396,2010.0,,12.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.556,6.556,,,637.0,111.0,4.0,3.0,9.0,8.0,6.3,5.6,6.556,5.0,,4.7,6.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9414481961870638,94.14
RA-397,2022,2,J,Aluno-397,2008.0,,14.0,Feminino,2017.0,Escola Pública,,,Quartzo,Quartzo,Quartzo,,Quartzo,5.852,5.852,,,744.0,137.0,6.0,3.0,9.0,5.7,6.9,2.8,7.167,5.0,,3.3,2.3,,Não,Não,Fase 4 (9º ano),-2.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9656921976050237,96.57
RA-398,2022,2,K,Aluno-398,2012.0,,10.0,Feminino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.742,7.742,,,221.0,35.0,2.0,3.0,9.0,9.3,7.5,5.5,7.5,10.0,,3.0,8.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.22327345132885967,22.33
RA-399,2022,2,K,Aluno-399,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.58,6.58,,,633.0,110.0,9.0,3.0,6.8,9.3,5.6,4.3,7.5,5.0,,3.0,5.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.9722452207607936,97.22
RA-400,2022,2,K,Aluno-400,2008.0,,14.0,Masculino,2018.0,Escola Pública,,,Ágata,Quartzo,Ágata,,Ágata,6.042,6.042,,,720.0,132.0,10.0,3.0,9.0,8.5,5.0,1.7,7.444,5.0,,1.2,2.2,,Não,Não,Fase 4 (9º ano),-2.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9681635592223417,96.82
RA-401,2022,2,K,Aluno-401,2010.0,,12.0,Feminino,2021.0,Escola Pública,,,,Quartzo,Ágata,,Ágata,6.645,6.645,,,609.0,103.0,8.0,3.0,6.9,9.6,7.5,4.3,6.722,5.0,,3.7,5.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9049957943284322,90.5
RA-402,2022,2,K,Aluno-402,2010.0,,12.0,Feminino,2019.0,Escola Pública,,,Ágata,Ágata,Quartzo,,Quartzo,5.261,5.261,,,806.0,152.0,13.0,3.0,9.0,3.7,5.0,3.0,7.222,5.0,,4.3,1.7,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9776152710675347,97.76
RA-403,2022,2,K,Aluno-403,2010.0,,12.0,Masculino,2020.0,Escola Pública,,,Ametista,Ametista,Ametista,,Ametista,7.455,7.455,,,334.0,50.0,4.0,3.0,9.5,9.3,7.5,6.3,7.5,5.0,,6.5,6.2,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.6646122410242473,66.46
RA-404,2022,2,K,Aluno-404,2010.0,,12.0,Feminino,2020.0,Escola Pública,,,Ametista,Ágata,Ágata,,Ágata,6.658,6.658,,,602.0,100.0,7.0,3.0,9.0,7.3,7.5,5.3,6.944,5.0,,4.0,6.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9510974944752674,95.11
RA-405,2022,2,K,Aluno-405,2009.0,,13.0,Masculino,2016.0,Escola Pública,,,Quartzo,Quartzo,Quartzo,,Quartzo,5.661,5.661,,,769.0,142.0,12.0,3.0,9.5,6.2,5.0,3.3,6.0,5.0,,2.7,3.8,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9668374270453939,96.68
RA-406,2022,2,K,Aluno-406,2009.0,,13.0,Feminino,2019.0,Escola Pública,,,Ametista,Ametista,Ametista,,Ametista,7.496,7.496,,,314.0,47.0,3.0,3.0,9.5,9.5,7.5,6.6,7.333,5.0,,5.4,7.8,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.668342437428663,66.83
RA-407,2022,2,K,Aluno-407,2009.0,,13.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.195,7.195,,,431.0,64.0,5.0,3.0,8.5,9.3,7.5,6.0,7.056,5.0,,4.0,8.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.7265999539462826,72.66
RA-408,2022,2,K,Aluno-408,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.725,6.725,,,578.0,94.0,6.0,3.0,8.0,9.7,7.5,3.3,7.333,5.0,,1.0,5.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.8695746862121303,86.96
RA-409,2022,2,K,Aluno-409,2011.0,,11.0,Feminino,2022.0,Escola Pública,,,,,Topázio,,Topázio,8.15,8.15,,,99.0,13.0,1.0,3.0,7.9,9.7,7.5,7.8,7.5,10.0,,6.0,9.5,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.11908245221003778,11.91
RA-410,2022,2,K,Aluno-410,2008.0,,14.0,Masculino,2018.0,Escola Pública,,,Quartzo,Quartzo,Quartzo,,Quartzo,5.675,5.675,,,763.0,141.0,11.0,3.0,7.4,6.5,6.3,2.0,7.444,5.0,,2.0,2.0,,Não,Não,Fase 4 (9º ano),-2.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.971738776892384,97.17
RA-411,2022,2,L,Aluno-411,2010.0,,12.0,Feminino,2019.0,Escola Pública,,,Ametista,Ametista,Ametista,,Ametista,7.232,7.232,,,415.0,61.0,12.0,3.0,6.4,8.6,7.5,7.1,7.833,5.0,,6.7,7.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.8589052757134799,85.89
RA-412,2022,2,L,Aluno-412,2010.0,,12.0,Feminino,2018.0,Escola Pública,,,Ágata,Ágata,Ametista,,Ametista,7.556,7.556,,,292.0,45.0,8.0,3.0,8.5,9.0,7.5,7.3,7.778,5.0,,6.5,8.2,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.833779405102525,83.38
RA-413,2022,2,L,Aluno-413,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.408,6.408,,,660.0,120.0,15.0,3.0,6.4,8.7,5.6,4.7,7.056,5.0,,4.2,5.2,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.94169327223631,94.17
RA-414,2022,2,L,Aluno-414,2010.0,,12.0,Feminino,2021.0,Escola Pública,,,,Ágata,Ametista,,Ametista,7.284,7.284,,,399.0,58.0,11.0,3.0,8.0,9.3,7.5,5.9,7.667,5.0,,5.7,6.2,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.6762062292008576,67.62
RA-415,2022,2,L,Aluno-415,2011.0,,11.0,Feminino,2019.0,Escola Pública,,,Topázio,Ametista,Ametista,,Ametista,7.695,7.695,,,235.0,37.0,7.0,3.0,8.0,8.3,7.5,6.2,8.056,10.0,,4.8,7.5,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.4264666561238787,42.65
RA-416,2022,2,L,Aluno-416,2010.0,,12.0,Masculino,2018.0,Rede Decisão,,,Ametista,Ametista,Ametista,,Ametista,7.913,7.913,,,164.0,23.0,6.0,3.0,9.5,9.3,8.8,7.2,8.222,5.0,,6.7,7.7,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.4812125742059198,48.12
RA-417,2022,2,L,Aluno-417,2009.0,,13.0,Feminino,2022.0,Escola Pública,,,,,Topázio,,Topázio,8.428,8.428,,,43.0,4.0,2.0,3.0,10.0,10.0,7.5,8.0,9.556,5.0,,6.0,10.0,,Não,Sim,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.587199903439778,58.72
RA-418,2022,2,L,Aluno-418,2012.0,,10.0,Feminino,2020.0,Rede Decisão,,,Topázio,Topázio,Topázio,,Topázio,8.175,8.175,,,93.0,12.0,3.0,3.0,8.0,9.4,7.5,7.5,8.222,10.0,,6.5,8.5,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.10783358802743344,10.78
RA-419,2022,2,L,Aluno-419,2010.0,,12.0,Feminino,2019.0,Rede Decisão,,,Ametista,Ametista,Ametista,,Ametista,7.359,7.359,,,375.0,55.0,10.0,3.0,7.5,9.2,5.6,6.9,8.389,5.0,,5.3,8.5,,Não,Sim,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.7269807190685288,72.7
RA-420,2022,2,L,Aluno-420,2011.0,,11.0,Feminino,2019.0,Rede Decisão,,,Topázio,Ametista,Ametista,,Ametista,7.461,7.461,,,331.0,49.0,9.0,3.0,9.5,9.0,5.6,4.5,8.0,10.0,,1.3,7.7,,Não,Não,Fase 2 (5º e 6º ano),0.0,Requer avaliação,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.36366897741653303,36.37
RA-421,2022,2,L,Aluno-421,2011.0,,11.0,Masculino,2021.0,Escola Pública,,,,Topázio,Topázio,,Topázio,8.717,8.717,,,14.0,2.0,1.0,3.0,8.5,9.3,7.5,8.8,9.111,10.0,,9.2,8.5,,Sim,Sim,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.44748735913144727,44.75
RA-422,2022,2,L,Aluno-422,2010.0,,12.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.746,6.746,,,569.0,90.0,13.0,3.0,8.5,10.0,7.5,2.5,7.5,5.0,,1.0,4.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.8983186510421891,89.83
RA-423,2022,2,L,Aluno-423,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.647,6.647,,,607.0,102.0,14.0,3.0,8.4,9.6,7.5,2.3,7.667,5.0,,0.5,4.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.9394915032551983,93.95
RA-424,2022,2,L,Aluno-424,2010.0,,12.0,Feminino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.94,7.94,,,159.0,21.0,5.0,3.0,9.0,10.0,7.5,7.5,8.222,5.0,,10.0,5.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.7109685728995374,71.1
RA-425,2022,2,L,Aluno-425,2010.0,,12.0,Masculino,2022.0,Escola Pública,,,,,Topázio,,Topázio,8.117,8.117,,,110.0,15.0,4.0,3.0,9.0,10.0,7.5,9.0,7.5,5.0,,9.0,9.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.6149121477736328,61.49
RA-426,2022,2,M,Aluno-426,2008.0,,14.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.35,6.35,,,668.0,122.0,9.0,3.0,9.0,6.5,7.5,4.6,7.111,5.0,,2.3,6.8,,Não,Não,Fase 4 (9º ano),-2.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9895895296278095,98.96
RA-427,2022,2,M,Aluno-427,2009.0,,13.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.245,6.245,,,696.0,128.0,11.0,3.0,8.0,8.5,7.5,2.5,6.778,5.0,,3.0,2.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9832748104235048,98.33
RA-428,2022,2,M,Aluno-428,2009.0,,13.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.683,7.683,,,238.0,38.0,2.0,3.0,6.8,8.7,7.5,9.5,7.111,5.0,,10.0,9.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.7857840999922603,78.58
RA-429,2022,2,M,Aluno-429,2009.0,,13.0,Masculino,2019.0,Escola Pública,,,Ametista,Quartzo,Quartzo,,Quartzo,5.811,5.811,,,749.0,138.0,12.0,3.0,10.0,5.3,7.5,2.7,6.611,5.0,,2.8,2.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9881017532586891,98.81
RA-430,2022,2,M,Aluno-430,2009.0,,13.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.585,7.585,,,281.0,43.0,3.0,3.0,9.5,8.6,7.5,8.5,6.611,5.0,,7.5,9.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.7446865613125023,74.47
RA-431,2022,2,M,Aluno-431,2011.0,,11.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.175,7.175,,,439.0,68.0,5.0,3.0,9.0,8.1,7.5,4.5,6.778,10.0,,5.0,4.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.3938087278709814,39.38
RA-432,2022,2,M,Aluno-432,2008.0,,14.0,Feminino,2019.0,Escola Pública,,,Quartzo,Quartzo,Ágata,,Ágata,6.34,6.34,,,672.0,123.0,10.0,3.0,10.0,6.8,5.0,5.1,6.611,5.0,,5.7,4.5,,Não,Não,Fase 4 (9º ano),-2.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.952222794119568,95.22
RA-433,2022,2,M,Aluno-433,2010.0,,12.0,Masculino,2022.0,Escola Pública,,,,,Quartzo,,Quartzo,5.557,5.557,,,780.0,146.0,13.0,3.0,8.5,7.3,5.0,2.6,5.778,5.0,,2.2,3.0,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Requer avaliação,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9234732173136919,92.35
RA-434,2022,2,M,Aluno-434,2011.0,,11.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.403,7.403,,,360.0,52.0,4.0,3.0,9.0,8.1,7.5,5.7,6.778,10.0,,4.8,6.5,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.2671476341661309,26.71
RA-435,2022,2,M,Aluno-435,2012.0,,10.0,Feminino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.599,6.599,,,627.0,109.0,8.0,3.0,7.9,6.2,7.5,4.7,6.444,10.0,,3.7,5.7,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9378278879507015,93.78
RA-436,2022,2,M,Aluno-436,2011.0,,11.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.687,6.687,,,592.0,98.0,7.0,3.0,9.5,8.1,7.5,2.0,6.611,10.0,,4.0,0.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.8134144064748129,81.34
RA-437,2022,2,M,Aluno-437,2009.0,,13.0,Masculino,2022.0,Escola Pública,,,,,Ágata,,Ágata,6.875,6.875,,,531.0,82.0,6.0,3.0,8.5,8.3,7.5,5.8,6.611,5.0,,6.0,5.5,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.8955393354752172,89.55
RA-438,2022,2,M,Aluno-438,2012.0,,10.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.764,7.764,,,213.0,33.0,1.0,3.0,8.0,8.7,7.5,7.3,6.889,10.0,,6.5,8.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Sem limitações,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.4400792184924837,44.01
RA-439,2022,2,M,Aluno-439,2010.0,,12.0,Masculino,2022.0,Escola Pública,,,,,Quartzo,,Quartzo,5.519,5.519,,,789.0,147.0,14.0,3.0,9.0,4.9,7.5,2.3,6.5,5.0,,3.2,1.3,,Não,Não,Fase 3 (7º e 8º ano),-1.0,Sem limitações,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,0.9746973811191314,97.47
RA-440,2022,2,P,Aluno-440,2011.0,,11.0,Masculino,2022.0,Escola Pública,,,,,Ametista,,Ametista,7.329,7.329,,,382.0,56.0,6.0,3.0,9.5,9.0,6.9,5.5,5.833,10.0,,6.0,5.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.41262999046925264,41.26
RA-441,2022,2,P,Aluno-441,2011.0,,11.0,Feminino,2019.0,Escola Pública,,,Topázio,Topázio,Topázio,,Topázio,8.188,8.188,,,87.0,11.0,2.0,3.0,9.0,7.9,7.5,8.0,8.333,10.0,,8.0,8.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.1462535964361115,14.63
RA-442,2022,2,P,Aluno-442,2011.0,,11.0,Feminino,2022.0,Escola Pública,,,,,Topázio,,Topázio,8.226,8.226,,,78.0,8.0,1.0,3.0,10.0,8.2,7.5,7.5,8.222,10.0,,9.0,6.0,,Não,Não,Fase 2 (5º e 6º ano),0.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.3893768221279395,38.94
RA-443,2022,2,P,Aluno-443,2009.0,,13.0,Feminino,2019.0,Escola Pública,,,Ametista,Ametista,Ametista,,Ametista,7.482,7.482,,,321.0,48.0,4.0,3.0,9.0,9.1,7.5,5.6,8.5,5.0,,8.0,3.2,,Sim,Sim,Fase 3 (7º e 8º ano),-1.0,Não atendido,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,0.7007369545751154,70.07
